icd10, model, hcc, hcc_label
S06314A, v24, 166, Contusion and laceration of right cerebrum with loss of consciousness of 6 hours to 24 hours, initial encounter
S06314S, v24, 167, Contusion and laceration of right cerebrum with loss of consciousness of 6 hours to 24 hours, sequela
S06315A, v24, 166, Contusion and laceration of right cerebrum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter
S06315S, v24, 167, Contusion and laceration of right cerebrum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, sequela
S06316A, v24, 166, Contusion and laceration of right cerebrum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter
S06316S, v24, 167, Contusion and laceration of right cerebrum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, sequela
S06319A, v24, 167, Contusion and laceration of right cerebrum with loss of consciousness of unspecified duration, initial encounter
S06319S, v24, 167, Contusion and laceration of right cerebrum with loss of consciousness of unspecified duration, sequela
S0631AA, v24, 167, Contusion and laceration of right cerebrum with loss of consciousness status unknown, initial encounter
S0631AS, v24, 167, Contusion and laceration of right cerebrum with loss of consciousness status unknown, sequela
S06320A, v24, 167, Contusion and laceration of left cerebrum without loss of consciousness, initial encounter
S06320S, v24, 167, Contusion and laceration of left cerebrum without loss of consciousness, sequela
S06321A, v24, 167, Contusion and laceration of left cerebrum with loss of consciousness of 30 minutes or less, initial encounter
S06321S, v24, 167, Contusion and laceration of left cerebrum with loss of consciousness of 30 minutes or less, sequela
S06322A, v24, 167, Contusion and laceration of left cerebrum with loss of consciousness of 31 minutes to 59 minutes, initial encounter
S06322S, v24, 167, Contusion and laceration of left cerebrum with loss of consciousness of 31 minutes to 59 minutes, sequela
S06323A, v24, 166, Contusion and laceration of left cerebrum with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter
S06323S, v24, 167, Contusion and laceration of left cerebrum with loss of consciousness of 1 hour to 5 hours 59 minutes, sequela
S06324A, v24, 166, Contusion and laceration of left cerebrum with loss of consciousness of 6 hours to 24 hours, initial encounter
S06324S, v24, 167, Contusion and laceration of left cerebrum with loss of consciousness of 6 hours to 24 hours, sequela
S06325A, v24, 166, Contusion and laceration of left cerebrum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter
S06325S, v24, 167, Contusion and laceration of left cerebrum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, sequela
S06326A, v24, 166, Contusion and laceration of left cerebrum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter
S06326S, v24, 167, Contusion and laceration of left cerebrum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, sequela
S06329A, v24, 167, Contusion and laceration of left cerebrum with loss of consciousness of unspecified duration, initial encounter
S06329S, v24, 167, Contusion and laceration of left cerebrum with loss of consciousness of unspecified duration, sequela
S0632AA, v24, 167, Contusion and laceration of left cerebrum with loss of consciousness status unknown, initial encounter
S0632AS, v24, 167, Contusion and laceration of left cerebrum with loss of consciousness status unknown, sequela
S06330A, v24, 167, Contusion and laceration of cerebrum, unspecified, without loss of consciousness, initial encounter
S06330S, v24, 167, Contusion and laceration of cerebrum, unspecified, without loss of consciousness, sequela
S06331A, v24, 167, Contusion and laceration of cerebrum, unspecified, with loss of consciousness of 30 minutes or less, initial encounter
S06331S, v24, 167, Contusion and laceration of cerebrum, unspecified, with loss of consciousness of 30 minutes or less, sequela
S06332A, v24, 167, Contusion and laceration of cerebrum, unspecified, with loss of consciousness of 31 minutes to 59 minutes, initial encounter
S06332S, v24, 167, Contusion and laceration of cerebrum, unspecified, with loss of consciousness of 31 minutes to 59 minutes, sequela
S06333A, v24, 166, Contusion and laceration of cerebrum, unspecified, with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter
S06333S, v24, 167, Contusion and laceration of cerebrum, unspecified, with loss of consciousness of 1 hour to 5 hours 59 minutes, sequela
S06334A, v24, 166, Contusion and laceration of cerebrum, unspecified, with loss of consciousness of 6 hours to 24 hours, initial encounter
S06334S, v24, 167, Contusion and laceration of cerebrum, unspecified, with loss of consciousness of 6 hours to 24 hours, sequela
S06335A, v24, 166, Contusion and laceration of cerebrum, unspecified, with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter
S06335S, v24, 167, Contusion and laceration of cerebrum, unspecified, with loss of consciousness greater than 24 hours with return to pre-existing conscious level, sequela
S06336A, v24, 166, Contusion and laceration of cerebrum, unspecified, with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter
S06336S, v24, 167, Contusion and laceration of cerebrum, unspecified, with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, sequela
S06339A, v24, 167, Contusion and laceration of cerebrum, unspecified, with loss of consciousness of unspecified duration, initial encounter
S06339S, v24, 167, Contusion and laceration of cerebrum, unspecified, with loss of consciousness of unspecified duration, sequela
S0633AA, v24, 167, Contusion and laceration of cerebrum, unspecified, with loss of consciousness status unknown, initial encounter
S0633AS, v24, 167, Contusion and laceration of cerebrum, unspecified, with loss of consciousness status unknown, sequela
S06340A, v24, 167, Traumatic hemorrhage of right cerebrum without loss of consciousness, initial encounter
S06340S, v24, 167, Traumatic hemorrhage of right cerebrum without loss of consciousness, sequela
S06341A, v24, 167, Traumatic hemorrhage of right cerebrum with loss of consciousness of 30 minutes or less, initial encounter
S06341S, v24, 167, Traumatic hemorrhage of right cerebrum with loss of consciousness of 30 minutes or less, sequela
S06342A, v24, 167, Traumatic hemorrhage of right cerebrum with loss of consciousness of 31 minutes to 59 minutes, initial encounter
S06342S, v24, 167, Traumatic hemorrhage of right cerebrum with loss of consciousness of 31 minutes to 59 minutes, sequela
S06343A, v24, 166, Traumatic hemorrhage of right cerebrum with loss of consciousness of 1 hours to 5 hours 59 minutes, initial encounter
S06343S, v24, 167, Traumatic hemorrhage of right cerebrum with loss of consciousness of 1 hours to 5 hours 59 minutes, sequela
S06344A, v24, 166, Traumatic hemorrhage of right cerebrum with loss of consciousness of 6 hours to 24 hours, initial encounter
S06344S, v24, 167, Traumatic hemorrhage of right cerebrum with loss of consciousness of 6 hours to 24 hours, sequela
S06345A, v24, 166, Traumatic hemorrhage of right cerebrum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter
S06345S, v24, 167, Traumatic hemorrhage of right cerebrum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, sequela
S06346A, v24, 166, Traumatic hemorrhage of right cerebrum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter
S06346S, v24, 167, Traumatic hemorrhage of right cerebrum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, sequela
S06349A, v24, 167, Traumatic hemorrhage of right cerebrum with loss of consciousness of unspecified duration, initial encounter
S06349S, v24, 167, Traumatic hemorrhage of right cerebrum with loss of consciousness of unspecified duration, sequela
S0634AA, v24, 167, Traumatic hemorrhage of right cerebrum with loss of consciousness status unknown, initial encounter
S0634AS, v24, 167, Traumatic hemorrhage of right cerebrum with loss of consciousness status unknown, sequela
S06350A, v24, 167, Traumatic hemorrhage of left cerebrum without loss of consciousness, initial encounter
S06350S, v24, 167, Traumatic hemorrhage of left cerebrum without loss of consciousness, sequela
S06351A, v24, 167, Traumatic hemorrhage of left cerebrum with loss of consciousness of 30 minutes or less, initial encounter
S06351S, v24, 167, Traumatic hemorrhage of left cerebrum with loss of consciousness of 30 minutes or less, sequela
S06352A, v24, 167, Traumatic hemorrhage of left cerebrum with loss of consciousness of 31 minutes to 59 minutes, initial encounter
S06352S, v24, 167, Traumatic hemorrhage of left cerebrum with loss of consciousness of 31 minutes to 59 minutes, sequela
S06353A, v24, 166, Traumatic hemorrhage of left cerebrum with loss of consciousness of 1 hours to 5 hours 59 minutes, initial encounter
S06353S, v24, 167, Traumatic hemorrhage of left cerebrum with loss of consciousness of 1 hours to 5 hours 59 minutes, sequela
S06354A, v24, 166, Traumatic hemorrhage of left cerebrum with loss of consciousness of 6 hours to 24 hours, initial encounter
S06354S, v24, 167, Traumatic hemorrhage of left cerebrum with loss of consciousness of 6 hours to 24 hours, sequela
S06355A, v24, 166, Traumatic hemorrhage of left cerebrum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter
S06355S, v24, 167, Traumatic hemorrhage of left cerebrum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, sequela
S06356A, v24, 166, Traumatic hemorrhage of left cerebrum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter
S06356S, v24, 167, Traumatic hemorrhage of left cerebrum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, sequela
